03-scaffold-and-test-harness|03-007|add-deterministic-time-freeze-harness|test/_harness/determinism.test.ts|test/_harness/determinism.ts
03-scaffold-and-test-harness|03-008|lock-verify-command-conventions|test/scaffold/verify-commands.test.ts|tools/verify.ts
04-core-math-and-binary|04-001|fixed-constants-and-type|test/core/fixed.constants.test.ts|src/core/fixed.ts
04-core-math-and-binary|04-002|fixed-add-sub-overflow|test/core/fixed.add-sub.test.ts|src/core/fixed.ts
04-core-math-and-binary|04-003|fixed-multiply|test/core/fixed.multiply.test.ts|src/core/fixed.ts
04-core-math-and-binary|04-004|fixed-divide|test/core/fixed.divide.test.ts|src/core/fixed.ts
04-core-math-and-binary|04-005|angle-type-and-wrap|test/core/angle.wrap.test.ts|src/core/angle.ts
04-core-math-and-binary|04-006|trig-lookups|test/core/trig-lookup.test.ts|src/core/trig.ts
04-core-math-and-binary|04-007|deterministic-rng-stream|test/core/rng.test.ts|src/core/rng.ts
04-core-math-and-binary|04-008|little-endian-binary-reader|test/core/binary-reader.test.ts|src/core/binaryReader.ts
05-wad-and-assets|05-001|lump-name-lookup|test/wad/lump-lookup.test.ts|src/wad/lumpLookup.ts
05-wad-and-assets|05-002|marker-range-resolution|test/wad/marker-range.test.ts|src/wad/markerRange.ts
05-wad-and-assets|05-003|playpal-parser|test/wad/playpal.test.ts|src/assets/playpal.ts
05-wad-and-assets|05-004|colormap-parser|test/wad/colormap.test.ts|src/assets/colormap.ts
05-wad-and-assets|05-005|pnames-parser|test/wad/pnames.test.ts|src/assets/pnames.ts
05-wad-and-assets|05-006|texture1-parser|test/wad/texture1.test.ts|src/assets/texture1.ts
05-wad-and-assets|05-007|flat-catalog|test/wad/flats.test.ts|src/assets/flats.ts
05-wad-and-assets|05-008|patch-and-sprite-catalog|test/wad/patches-sprites.test.ts|src/assets/patchCatalog.ts
05-wad-and-assets|05-009|map-lump-bundle-parser|test/wad/map-bundle.test.ts|src/map/mapBundle.ts
05-wad-and-assets|05-010|mus-demo-and-endoom-readers|test/wad/misc-assets.test.ts|src/assets/mus.ts;src/demo/demoFile.ts;src/ui/endoom.ts
06-host-timing-and-input|06-001|query-performance-counter-clock|test/host/clock.test.ts|src/host/win32/clock.ts
06-host-timing-and-input|06-002|exact-35hz-tic-accumulator|test/host/tic-accumulator.test.ts|src/host/ticAccumulator.ts
06-host-timing-and-input|06-003|message-pump-ordering|test/host/message-pump.test.ts|src/host/win32/messagePump.ts
06-host-timing-and-input|06-004|keyboard-scan-code-mapping|test/input/keyboard-mapping.test.ts|src/input/keyboard.ts
06-host-timing-and-input|06-005|mouse-motion-and-buttons|test/input/mouse-sampling.test.ts|src/input/mouse.ts
06-host-timing-and-input|06-006|focus-pause-and-grab-policy|test/input/focus-policy.test.ts|src/input/focusPolicy.ts
06-host-timing-and-input|06-007|ticcmd-packing|test/input/ticcmd.test.ts|src/input/ticcmd.ts
06-host-timing-and-input|06-008|window-scaling-and-aspect-policy|test/host/window-policy.test.ts|src/host/windowPolicy.ts
07-bootstrap-and-main-loop|07-001|command-line-parser|test/bootstrap/cmdline.test.ts|src/bootstrap/cmdline.ts
07-bootstrap-and-main-loop|07-002|config-load-precedence|test/bootstrap/config-precedence.test.ts|src/bootstrap/config.ts
07-bootstrap-and-main-loop|07-003|game-mode-identification|test/bootstrap/game-mode.test.ts|src/bootstrap/gameMode.ts
07-bootstrap-and-main-loop|07-004|d-doommain-init-order|test/bootstrap/init-order.test.ts|src/bootstrap/initOrder.ts
07-bootstrap-and-main-loop|07-005|title-and-demo-loop-state-machine|test/bootstrap/title-loop.test.ts|src/bootstrap/titleLoop.ts
07-bootstrap-and-main-loop|07-006|try-run-tics-equivalent|test/bootstrap/try-run-tics.test.ts|src/bootstrap/tryRunTics.ts
07-bootstrap-and-main-loop|07-007|main-loop-order|test/bootstrap/main-loop-order.test.ts|src/mainLoop.ts
07-bootstrap-and-main-loop|07-008|quit-and-cleanup-flow|test/bootstrap/quit-flow.test.ts|src/bootstrap/quitFlow.ts
08-map-geometry-and-spatial|08-001|things-loader|test/map/things-loader.test.ts|src/map/things.ts
08-map-geometry-and-spatial|08-002|linedefs-sidedefs-sectors-vertexes-loaders|test/map/struct-loaders.test.ts|src/map/lineSectorGeometry.ts
08-map-geometry-and-spatial|08-003|nodes-ssectors-segs-loaders|test/map/bsp-struct-loaders.test.ts|src/map/bspStructs.ts
08-map-geometry-and-spatial|08-004|blockmap-loader|test/map/blockmap-loader.test.ts|src/map/blockmap.ts
08-map-geometry-and-spatial|08-005|reject-loader|test/map/reject-loader.test.ts|src/map/reject.ts
08-map-geometry-and-spatial|08-006|point-on-side-and-node-traversal|test/map/node-traversal.test.ts|src/map/nodeTraversal.ts
08-map-geometry-and-spatial|08-007|subsector-and-sector-query|test/map/subsector-query.test.ts|src/map/subsectorQuery.ts
08-map-geometry-and-spatial|08-008|blockmap-iteration-order|test/map/blockmap-iteration.test.ts|src/map/blockmapIter.ts
08-map-geometry-and-spatial|08-009|intercepts-and-path-traversal|test/map/intercepts.test.ts|src/map/intercepts.ts
08-map-geometry-and-spatial|08-010|map-setup-parity|test/map/map-setup-parity.test.ts|src/map/mapSetup.ts
09-thinkers-and-physics|09-001|thinker-list-lifecycle|test/world/thinker-list.test.ts|src/world/thinkers.ts
09-thinkers-and-physics|09-002|mobj-spawn-and-state-tables|test/world/mobj-spawn.test.ts|src/world/mobj.ts
09-thinkers-and-physics|09-003|check-position|test/world/check-position.test.ts|src/world/checkPosition.ts
09-thinkers-and-physics|09-004|try-move|test/world/try-move.test.ts|src/world/tryMove.ts
09-thinkers-and-physics|09-005|xy-movement|test/world/xy-movement.test.ts|src/world/xyMovement.ts
09-thinkers-and-physics|09-006|z-movement|test/world/z-movement.test.ts|src/world/zMovement.ts
09-thinkers-and-physics|09-007|slide-move|test/world/slide-move.test.ts|src/world/slideMove.ts
09-thinkers-and-physics|09-008|sector-change-and-crush|test/world/sector-change.test.ts|src/world/sectorChange.ts
09-thinkers-and-physics|09-009|radius-attack-and-damage-spread|test/world/radius-attack.test.ts|src/world/radiusAttack.ts
09-thinkers-and-physics|09-010|use-lines-and-spechit-quirk|test/world/use-lines.test.ts|src/world/useLines.ts
09-thinkers-and-physics|09-011|teleport-and-mapthing-special-cases|test/world/teleport-spawn.test.ts|src/world/teleport.ts
10-player-weapons-items|10-001|player-spawn-and-reset|test/player/player-spawn.test.ts|src/player/playerSpawn.ts
10-player-weapons-items|10-002|movement-bob-thrust-viewheight|test/player/movement-bob.test.ts|src/player/movement.ts
10-player-weapons-items|10-003|ammo-and-weapon-ownership|test/player/weapon-ownership.test.ts|src/player/weapons.ts
10-player-weapons-items|10-004|weapon-state-machine|test/player/weapon-states.test.ts|src/player/weaponStates.ts
10-player-weapons-items|10-005|hitscan-weapons|test/player/hitscan.test.ts|src/player/hitscan.ts
10-player-weapons-items|10-006|projectile-weapons|test/player/projectiles.test.ts|src/player/projectiles.ts
10-player-weapons-items|10-007|item-pickups|test/player/pickups.test.ts|src/player/pickups.ts
10-player-weapons-items|10-008|powerup-timers-and-palette-effects|test/player/powerups.test.ts|src/player/powerups.ts
11-ai-and-monsters|11-001|recursive-sound-propagation|test/ai/sound-propagation.test.ts|src/ai/soundPropagation.ts
11-ai-and-monsters|11-002|target-acquisition-and-sight|test/ai/target-acquisition.test.ts|src/ai/targeting.ts
11-ai-and-monsters|11-003|chase-state-machine|test/ai/chase.test.ts|src/ai/chase.ts
11-ai-and-monsters|11-004|melee-range-checks|test/ai/melee-range.test.ts|src/ai/meleeRange.ts
11-ai-and-monsters|11-005|missile-range-checks|test/ai/missile-range.test.ts|src/ai/missileRange.ts
11-ai-and-monsters|11-006|monster-attack-actions|test/ai/monster-attacks.test.ts|src/ai/attacks.ts
11-ai-and-monsters|11-007|pain-death-raise-explode|test/ai/state-transitions.test.ts|src/ai/stateTransitions.ts
11-ai-and-monsters|11-008|boss-and-death-special-cases|test/ai/boss-specials.test.ts|src/ai/bossSpecials.ts
12-specials-and-world-events|12-001|animated-textures-and-flats|test/specials/animations.test.ts|src/specials/animations.ts
12-specials-and-world-events|12-002|door-specials|test/specials/doors.test.ts|src/specials/doors.ts
12-specials-and-world-events|12-003|lift-and-platform-specials|test/specials/platforms.test.ts|src/specials/platforms.ts
12-specials-and-world-events|12-004|floor-movers|test/specials/floors.test.ts|src/specials/floors.ts
12-specials-and-world-events|12-005|ceiling-movers-and-crushers|test/specials/ceilings.test.ts|src/specials/ceilings.ts
12-specials-and-world-events|12-006|stairs-and-donut|test/specials/stairs-donut.test.ts|src/specials/stairsDonut.ts
12-specials-and-world-events|12-007|switches-and-buttons|test/specials/switches.test.ts|src/specials/switches.ts
12-specials-and-world-events|12-008|damage-secret-exit-sectors|test/specials/sector-specials.test.ts|src/specials/sectorSpecials.ts
12-specials-and-world-events|12-009|line-trigger-retrigger-semantics|test/specials/line-triggers.test.ts|src/specials/lineTriggers.ts
12-specials-and-world-events|12-010|active-special-save-hooks|test/specials/active-specials.test.ts|src/specials/activeSpecials.ts
13-renderer-world|13-001|projection-and-detail-constants|test/render/projection-constants.test.ts|src/render/projection.ts
13-renderer-world|13-002|visplane-openings-and-clip-limits|test/render/render-limits.test.ts|src/render/renderLimits.ts
13-renderer-world|13-003|column-and-span-drawers|test/render/column-span-draw.test.ts|src/render/drawPrimitives.ts
13-renderer-world|13-004|patch-decode-and-draw|test/render/patch-draw.test.ts|src/render/patchDraw.ts
13-renderer-world|13-005|wall-column-fetch|test/render/wall-column-fetch.test.ts|src/render/wallColumns.ts
13-renderer-world|13-006|solid-wall-path|test/render/solid-walls.test.ts|src/render/solidWalls.ts
13-renderer-world|13-007|two-sided-wall-path|test/render/two-sided-walls.test.ts|src/render/twoSidedWalls.ts
13-renderer-world|13-008|visplane-build|test/render/visplane-build.test.ts|src/render/visplanes.ts
13-renderer-world|13-009|visplane-span-render|test/render/visplane-span-render.test.ts|src/render/visplaneSpans.ts
13-renderer-world|13-010|sky-semantics|test/render/sky.test.ts|src/render/sky.ts
13-renderer-world|13-011|sprite-projection|test/render/sprite-projection.test.ts|src/render/spriteProjection.ts
13-renderer-world|13-012|sprite-sort-and-clip|test/render/sprite-sort-clip.test.ts|src/render/spriteClip.ts
13-renderer-world|13-013|masked-midtextures|test/render/masked-midtextures.test.ts|src/render/maskedTextures.ts
13-renderer-world|13-014|fuzz-and-invisibility|test/render/fuzz.test.ts|src/render/fuzz.ts
14-ui-and-front-end-flow|14-001|ui-font-and-patch-assets|test/ui/ui-assets.test.ts|src/ui/assets.ts
14-ui-and-front-end-flow|14-002|status-bar-widgets-and-face|test/ui/status-bar.test.ts|src/ui/statusBar.ts
14-ui-and-front-end-flow|14-003|hud-messages|test/ui/hud-messages.test.ts|src/ui/hudMessages.ts
14-ui-and-front-end-flow|14-004|automap|test/ui/automap.test.ts|src/ui/automap.ts
14-ui-and-front-end-flow|14-005|menu-tree-and-repeat-timing|test/ui/menus.test.ts|src/ui/menus.ts
14-ui-and-front-end-flow|14-006|intermission-stats|test/ui/intermission.test.ts|src/ui/intermission.ts
14-ui-and-front-end-flow|14-007|finale-text-and-screens|test/ui/finale.test.ts|src/ui/finale.ts
14-ui-and-front-end-flow|14-008|title-credit-help-demo-sequencing|test/ui/front-end-sequence.test.ts|src/ui/frontEndSequence.ts
15-audio-and-music|15-001|sfx-lump-loader|test/audio/sfx-loader.test.ts|src/audio/sfxLumps.ts
15-audio-and-music|15-002|eight-channel-allocator|test/audio/channel-allocation.test.ts|src/audio/channels.ts
15-audio-and-music|15-003|attenuation-and-stereo-separation|test/audio/attenuation.test.ts|src/audio/spatial.ts
15-audio-and-music|15-004|sound-origin-updates|test/audio/sound-origins.test.ts|src/audio/soundOrigins.ts
15-audio-and-music|15-005|sound-start-stop-update-order|test/audio/sound-order.test.ts|src/audio/soundSystem.ts
15-audio-and-music|15-006|pcm-mixer-clipping-and-stepping|test/audio/pcm-mixer.test.ts|src/audio/pcmMixer.ts
15-audio-and-music|15-007|mus-parser|test/audio/mus-parser.test.ts|src/audio/musParser.ts
15-audio-and-music|15-008|mus-event-scheduler|test/audio/mus-scheduler.test.ts|src/audio/musScheduler.ts
15-audio-and-music|15-009|opl-register-model|test/audio/opl-registers.test.ts|src/audio/oplRegisters.ts
15-audio-and-music|15-010|opl-synthesis-core|test/audio/opl-synth.test.ts|src/audio/oplSynth.ts
15-audio-and-music|15-011|music-device-integration|test/audio/music-system.test.ts|src/audio/musicSystem.ts
15-audio-and-music|15-012|audio-parity-harness|test/audio/audio-parity.test.ts|src/audio/audioParity.ts
16-save-config-demo|16-001|default-cfg-parser|test/config/default-cfg-parse.test.ts|src/config/defaultCfg.ts
16-save-config-demo|16-002|host-extra-config-split|test/config/host-config.test.ts|src/config/hostConfig.ts
16-save-config-demo|16-003|demo-parser|test/demo/demo-parse.test.ts|src/demo/demoParse.ts
16-save-config-demo|16-004|demo-recorder|test/demo/demo-record.test.ts|src/demo/demoRecord.ts
16-save-config-demo|16-005|demo-playback|test/demo/demo-playback.test.ts|src/demo/demoPlayback.ts
16-save-config-demo|16-006|savegame-header-and-versioning|test/save/save-header.test.ts|src/save/saveHeader.ts
16-save-config-demo|16-007|player-mobj-sector-serialization|test/save/core-serialization.test.ts|src/save/coreSerialization.ts
16-save-config-demo|16-008|special-thinker-serialization|test/save/special-serialization.test.ts|src/save/specialSerialization.ts
16-save-config-demo|16-009|loadgame-restore|test/save/loadgame.test.ts|src/save/loadgame.ts
16-save-config-demo|16-010|vanilla-limit-enforcement|test/save/vanilla-limits.test.ts|src/save/vanillaLimits.ts
17-parity-and-acceptance|17-001|level-start-state-hashes|test/parity/level-start-state-hash.test.ts|test/parity/fixtures/levelStartHashes.json
17-parity-and-acceptance|17-002|bundled-demo-sync|test/parity/bundled-demo-sync.test.ts|test/parity/fixtures/demoSync.json
17-parity-and-acceptance|17-003|scripted-input-core-mechanics|test/parity/scripted-mechanics.test.ts|test/parity/fixtures/scriptedMechanics.json
17-parity-and-acceptance|17-004|framebuffer-crc-suite|test/parity/framebuffer-crc.test.ts|test/parity/fixtures/framebufferHashes.json
17-parity-and-acceptance|17-005|menu-and-ui-timing-suite|test/parity/menu-timing.test.ts|test/parity/fixtures/menuTiming.json
17-parity-and-acceptance|17-006|sound-and-music-suite|test/parity/audio-suite.test.ts|test/parity/fixtures/audioHashes.json
17-parity-and-acceptance|17-007|save-load-roundtrip-suite|test/parity/save-load-roundtrip.test.ts|test/parity/fixtures/saveLoad.json
17-parity-and-acceptance|17-008|vanilla-quirk-regression-suite|test/parity/quirk-regressions.test.ts|test/parity/fixtures/quirkCases.json
17-parity-and-acceptance|17-009|full-shareware-e1-acceptance|test/parity/full-e1-acceptance.test.ts|test/parity/fixtures/e1Acceptance.json
17-parity-and-acceptance|17-010|side-by-side-final-gate-and-c2-open|test/parity/final-gate.test.ts|reference/manifests/c1-complete.json
